,number_of_rooms,area,storey_number,total_storey_number,price,district,complex_name,year,condition
10850,1,41.0,7,8,13500000,Алматы,Алтын Отау,2020,евроремонт
10851,2,47.0,5,5,15000000,Сарыарка,,2017,евроремонт
10852,1,58.6,16,23,15000000,Алматы,Территория Комфорта,2016,хорошее
10853,2,70.0,12,23,30000000,Есиль,Лазурный квартал,2016,евроремонт
10854,2,84.0,3,5,34000000,Есиль,Венский квартал,2018,черновая
10855,2,52.0,4,9,23200000,Алматы,7Я,2018,хорошее
10856,4,108.0,2,14,43000000,Есиль,Лазурный квартал,2013,евроремонт
10857,1,18.0,1,5,4500000,,,1984,евроремонт
10858,1,34.0,3,5,13000000,Есиль,,2014,евроремонт
10859,2,65.5,9,12,24500000,Алматы,,2005,евроремонт
10860,3,90.0,11,13,32000000,Есиль,Отандастар,2016,евроремонт
10861,1,14.0,4,6,4100000,Сарыарка,,1963,хорошее
10862,2,67.0,4,17,24000000,Алматы,Жайна,2015,хорошее
10863,3,112.0,12,21,43700000,Есиль,ARGENTO,2021,черновая
10864,2,60.0,15,15,22000000,,Айя,2015,хорошее
10865,1,40.7,20,21,20300000,Есиль,Коркем,2018,евроремонт
10866,1,47.0,6,8,18500000,Есиль,Экодом,2018,евроремонт
10867,2,56.0,10,11,19000000,Сарыарка,,2015,евроремонт
10868,2,69.0,9,9,23000000,Алматы,,2009,хорошее
10869,2,74.0,2,19,38000000,Есиль,Meridian,2020,евроремонт
10870,1,48.6,9,14,17000000,Сарыарка,Батыр,2009,евроремонт
10871,2,59.0,5,9,25000000,Есиль,Градкомплекс,2007,хорошее
10872,2,60.0,7,17,23000000,Алматы,Нур Отау,2009,евроремонт
10873,3,91.9,4,11,28000000,Алматы,Евразия,2004,хорошее
10874,3,50.0,3,5,20000000,,,1980,хорошее
10875,2,50.0,4,6,16800000,,,1989,хорошее
10876,2,47.7,10,12,23000000,Есиль,BI City,2017,евроремонт
10877,3,93.6,5,9,32999999,,,2004,евроремонт
10878,2,76.9,8,11,24000000,,Семейный,2019,хорошее
10879,3,108.0,9,9,38000000,Алматы,,2004,хорошее
10880,1,41.8,2,16,13000000,Алматы,,2007,евроремонт
10881,4,98.0,,,33000000,Есиль,Сауран,2011,требует
10882,1,34.0,2,5,10750000,Сарыарка,,1980,
10883,1,40.0,8,12,13999000,Алматы,Талтерек,2020,евроремонт
10884,2,67.0,7,9,24000000,Алматы,Восток,2007,евроремонт
10885,1,17.0,4,12,8000000,,Минима+,2007,евроремонт
10886,1,45.0,2,12,17500000,Есиль,,2010,
10887,2,73.0,13,14,27500000,,Верный,2015,евроремонт
10888,1,43.0,1,9,13500000,Сарыарка,Толенды,2019,хорошее
10889,2,58.0,4,14,23000000,Сарыарка,,2010,хорошее
10890,2,38.2,10,10,30000000,Есиль,,2019,евроремонт
10891,3,57.6,2,5,22000000,Сарыарка,,1990,
10892,2,50.3,1,2,16000000,Алматы,,1988,хорошее
10893,2,65.24,6,9,25500000,Есиль,Expo New,2021,
10894,4,125.0,5,9,67999999,Есиль,,2017,евроремонт
10895,3,90.0,4,9,38500000,Есиль,SClub,2020,
10896,1,45.2,8,15,16500000,Алматы,Сенатор,2017,хорошее
10897,2,65.0,6,16,25000000,Сарыарка,Гармония,2012,хорошее
10898,3,90.0,14,16,34000000,Сарыарка,Мкр Самал,1998,хорошее
10899,1,37.3,8,9,18000000,Есиль,SClub,2021,черновая
10900,4,134.0,5,7,78000000,Есиль,Триумфальная Арка,2016,евроремонт
10901,2,60.0,9,10,21300000,Есиль,Аруна,2018,черновая
10902,3,70.0,1,10,23000000,Сарыарка,,2011,евроремонт
10903,1,39.0,7,7,20500000,Есиль,Nura Esil,2018,евроремонт
10904,2,52.0,7,9,18000000,Алматы,,1993,хорошее
10905,2,50.0,5,9,17999990,Есиль,,2011,хорошее
10906,2,41.8,21,24,23500000,Есиль,Времена года.,2019,евроремонт
10907,4,138.0,14,23,55000000,Алматы,Жануя,2014,евроремонт
10908,1,33.5,3,5,10800000,Есиль,Араби,2014,хорошее
10909,2,65.0,18,20,26500000,Алматы,Millennium Park,2016,евроремонт
10910,2,43.0,2,2,12900000,Сарыарка,,1983,хорошее
10911,1,39.0,9,12,12500000,Алматы,3 гектара,2015,хорошее
10912,5,168.0,6,7,95000000,Есиль,Sultan apartaments,2015,черновая
10913,3,78.0,7,10,26000000,Алматы,Сарайшик,2015,евроремонт
10914,5,360.0,20,21,90000000,Алматы,Шапагат нуры,2007,евроремонт
10915,3,95.0,11,14,50000000,Есиль,Central Park,2019,черновая
10916,2,49.0,16,,18000000,Алматы,,2012,евроремонт
10917,2,66.0,9,9,21500000,Сарыарка,Целиноград −,2016,евроремонт
10918,2,59.9,4,14,20000000,Сарыарка,Батыр,2009,хорошее
10919,2,53.0,2,5,18500000,Алматы,,1989,евроремонт
10920,1,40.2,4,10,15700000,Есиль,Apple City,2020,
10921,4,109.0,4,16,39000000,Сарыарка,Столичный,2006,хорошее
10922,2,50.0,5,5,12500000,Сарыарка,,1970,среднее
10923,3,115.0,7,42,55000000,Сарыарка,Grand Alatau,2010,евроремонт
10924,3,96.0,7,8,30500000,Алматы,,2020,
10925,3,80.8,7,23,50000000,Есиль,Highvill Park,2017,евроремонт
10926,1,55.0,8,10,18000000,,Тараз,2007,хорошее
10927,1,37.0,6,16,16000000,Есиль,Nova City,2016,хорошее
10928,1,36.0,4,8,15000000,Алматы,,2019,евроремонт
10929,3,74.7,7,10,40000000,Есиль,Аружан,2019,хорошее
10930,4,171.0,11,20,55000000,,Шапагат нуры,2009,
10931,3,96.0,18,21,50000000,Есиль,Лазурный квартал,2013,евроремонт
10932,4,108.0,,,43000000,Есиль,Nova City,2017,евроремонт
10933,1,46.3,5,17,14900000,,Жаркын,2009,евроремонт
10934,1,35.7,13,15,11600000,Сарыарка,,2016,евроремонт
10935,1,76.0,1,10,23000000,Алматы,,2015,
10936,1,46.0,6,8,27000000,,Atlant,2020,
10937,2,70.25,5,8,30000000,,Expo New,2019,черновая
10938,2,51.0,5,5,17500000,,,1986,евроремонт
10939,2,61.0,3,16,25000000,Есиль,Nova City,2018,хорошее
10940,3,78.0,5,11,25500000,Сарыарка,Успех,2006,хорошее
10941,2,45.0,3,5,13800000,,,1983,хорошее
10942,3,90.0,3,7,45000000,Есиль,Expo New,2017,
10943,3,59.79,5,5,19500000,,,1984,хорошее
10944,1,37.0,5,5,13500000,Есиль,Араби,2016,евроремонт
10945,3,143.0,8,9,50000000,Сарыарка,,1998,евроремонт
10946,2,66.7,5,14,30000000,Алматы,Akbulak Town,2014,евроремонт
10947,1,35.5,11,22,14500000,Есиль,Коркем Tower,2019,евроремонт
10948,3,125.0,2,7,85000000,Есиль,Sultan apartaments,2015,евроремонт
10949,2,65.0,5,7,25500000,Есиль,Expo New,2021,
10950,1,25.0,4,5,7499990,Сарыарка,,1985,хорошее
10951,1,35.0,1,7,13500000,Есиль,Family Town,2015,хорошее
10952,1,54.77,7,10,19621000,Есиль,Copenhagen,2020,черновая
10953,1,31.0,2,5,12000000,Сарыарка,,1968,хорошее
10954,3,90.0,3,12,35000000,Алматы,Барыс,2012,евроремонт
10955,1,65.0,6,9,20000000,Алматы,Аулие Ата,2018,
10956,2,46.0,3,3,13500000,Сарыарка,,1965,евроремонт
10957,1,14.0,4,5,3800000,,,1988,хорошее
10958,3,73.0,3,10,23000000,Алматы,Сарайшик,2015,требует
10959,1,17.0,3,5,6000000,Сарыарка,,2000,хорошее
10960,1,13.0,3,5,4500000,,,1990,хорошее
10961,2,81.5,4,12,26000000,Сарыарка,,2012,евроремонт
10962,2,63.0,2,3,22000000,Алматы,,2003,хорошее
10963,1,18.0,2,5,6200000,Сарыарка,,1970,среднее
10964,3,78.0,5,5,23500000,Алматы,,2002,хорошее
10965,2,70.1,8,18,23000000,Алматы,Жануя,2013,хорошее
10966,2,67.5,1,5,20750000,Есиль,Араби,2014,хорошее
10967,2,46.0,5,9,18500000,Есиль,,2011,хорошее
10968,2,54.0,7,9,24999999,Алматы,Сатты,2011,хорошее
10969,2,70.0,9,10,25000000,,Амангельды,2010,хорошее
10970,2,54.0,2,10,23000000,Есиль,Лазурный берег,2018,евроремонт
10971,3,85.0,19,23,30000000,Сарыарка,Симфония,2010,евроремонт
10972,1,30.0,16,22,12800000,Есиль,Коркем Tower,2019,евроремонт
10973,3,96.0,2,7,30000000,Алматы,,2019,евроремонт
10974,1,43.8,10,10,14000000,Сарыарка,Коктем,2007,хорошее
10975,3,94.0,11,15,42000000,Есиль,Коркем,2016,евроремонт
10976,1,19.0,3,5,9000000,Алматы,Солнечный город,2009,евроремонт
10977,2,70.0,4,10,32500000,Алматы,Жетiген,2017,евроремонт
10978,1,35.5,2,11,13200000,Сарыарка,,2015,евроремонт
10979,5,181.0,8,12,58000000,,Каминный,2009,
10980,3,86.0,2,12,22000000,Есиль,,2020,черновая
10981,2,66.44,9,10,16500000,Алматы,Эльбрус,2020,
10982,1,39.0,4,9,10000000,Алматы,Сатурн,2021,
10983,2,59.0,8,9,20000000,Алматы,,2012,хорошее
10984,1,41.6,5,8,15900000,Есиль,Adal,2020,черновая
10985,2,53.49,6,14,23300000,Есиль,Crocus City,2021,черновая
10986,1,30.0,9,9,12000000,Алматы,Апато,2008,хорошее
10987,2,43.6,3,5,15500000,Алматы,,1984,среднее
10988,2,61.9,7,12,20150000,Алматы,,2019,
10989,2,47.0,12,16,20000000,Есиль,Aitys,2020,
10990,3,147.0,3,8,86000000,Есиль,Central Park,2016,евроремонт
10991,2,75.0,7,13,24800000,Алматы,Турсын Астана,2011,евроремонт
10992,2,66.0,3,,24000000,Алматы,Нипи,2011,евроремонт
10993,1,41.0,4,9,14200000,Алматы,,2004,среднее
10994,1,28.0,3,6,10500000,Есиль,Дания,2008,свободная
10995,3,130.0,8,24,60000000,Сарыарка,Сана,2012,евроремонт
10996,2,50.4,3,9,20500000,Алматы,Саламат,2015,хорошее
10997,3,110.0,1,9,45000000,,,2006,евроремонт
10998,1,40.0,4,9,16000000,Есиль,Арнау,2020,черновая
10999,3,143.0,3,20,50000000,Сарыарка,,2008,хорошее
11000,1,35.1,5,5,18000000,Сарыарка,,1981,
11001,1,12.9,4,5,5000000,Алматы,,1988,евроремонт
11002,2,65.0,11,12,29000000,Алматы,Саламат,2016,евроремонт
11003,2,63.0,3,9,28000000,Алматы,Сатты,2014,хорошее
11004,2,70.0,2,20,22000000,,Мерей Интерконти,2008,
11005,3,77.0,4,9,30000000,Есиль,Градокомплекс,2011,среднее
11006,1,44.0,7,9,13000000,Сарыарка,,2015,хорошее
11007,2,49.0,5,9,18000000,Сарыарка,,2010,среднее
11008,2,62.3,11,17,19500000,Алматы,Нур Отау,2009,хорошее
11009,4,198.0,1,,57000000,Алматы,Мерей Интерконти,2008,евроремонт
11010,3,110.0,8,9,49999990,Алматы,Анфилада,2008,хорошее
11011,1,38.0,7,9,17000000,,Sezim Qala,2019,евроремонт
11012,1,37.0,7,9,13500000,,One House,2021,черновая
11013,2,46.8,6,14,17000000,Сарыарка,Кутты Мекен,2017,евроремонт
11014,1,54.0,20,24,18500000,,Территория Комфорта,2015,хорошее
11015,3,73.0,12,13,26500000,Алматы,12 месяцев,2018,евроремонт
11016,3,100.0,11,13,39500000,Есиль,Олимп палас,2009,хорошее
11017,4,76.1,1,9,24500000,Алматы,,1992,хорошее
11018,1,38.1,9,9,12999000,Алматы,Самгау,2019,
11019,2,68.0,4,9,22500000,Есиль,,2015,черновая
11020,2,78.0,13,16,20500000,,Памир,2019,требует
11021,2,70.0,1,5,25000000,,,2010,хорошее
11022,1,43.0,,,15200000,Есиль,,2015,черновая
11023,3,80.3,3,6,29000000,Алматы,,2000,хорошее
11024,2,49.0,4,5,17500000,Алматы,,2004,среднее
11025,4,134.0,6,12,65000000,Есиль,Новый мир,2010,хорошее
11026,5,106.0,1,3,35000000,,,1990,хорошее
11027,1,30.6,4,5,12500000,Сарыарка,,1964,среднее
11028,3,72.0,4,9,26300000,Алматы,Отау,2005,евроремонт
11029,1,35.0,4,9,16500000,,Времена года.,2016,хорошее
11030,3,164.0,20,21,70000000,Алматы,Гранд Астана,2013,евроремонт
11031,2,64.0,6,12,21000000,Сарыарка,Шанырак на,2010,хорошее
11032,1,37.0,3,9,12000000,Есиль,Кристалл,2019,черновая
11033,1,18.0,2,4,5000000,Сарыарка,,2006,
11034,3,103.0,5,8,57000000,Есиль,Алтын Арна,2016,евроремонт
11035,2,63.1,2,10,30500000,Алматы,Akbulak Town,2016,евроремонт
11036,3,66.0,1,5,20000000,Сарыарка,,1980,требует
11037,2,58.0,10,10,20000000,Алматы,Достык,2012,хорошее
11038,4,140.0,3,8,55000000,Алматы,Жас Кайрат,2012,евроремонт
11039,2,38.0,1,5,16000000,Алматы,,1980,евроремонт
11040,2,66.0,4,12,29000000,Есиль,Зелёный квартал,2020,черновая
11041,3,80.0,9,16,30000000,Есиль,Северная корона,2002,хорошее
11042,3,70.0,2,11,23300000,,,2015,евроремонт
11043,3,103.0,8,9,33000000,Есиль,,2007,хорошее
11044,2,45.0,3,5,16000000,Сарыарка,,1970,хорошее
11045,2,78.9,13,16,24500000,,Рахат,2010,евроремонт
11046,3,92.0,7,8,37500000,Алматы,Юпитер,2020,евроремонт
11047,3,72.0,6,11,27000000,Есиль,,2020,евроремонт
11048,2,43.0,9,10,17000000,Есиль,Nova City,2018,
11049,2,43.4,2,6,15900000,Алматы,,2018,евроремонт
11050,2,65.4,9,10,19500000,Алматы,,2005,требует
11051,1,44.0,3,16,19900000,Алматы,Сенатор,2017,евроремонт
11052,3,70.0,2,5,21700000,Алматы,,1989,среднее
11053,2,63.0,7,9,27999999,Есиль,,2014,
11054,1,45.45,6,9,20000000,Алматы,,2020,евроремонт
11055,4,141.37,6,8,65000000,Есиль,Triumph Art,2021,
11056,2,62.0,4,,36500000,Есиль,Asyl Park,2016,евроремонт
11057,3,98.0,2,12,35000000,Есиль,Brussels,2021,черновая
11058,3,60.0,3,5,25000000,Сарыарка,,1985,хорошее
11059,1,30.0,1,5,4600000,Есиль,Family Town,2015,хорошее
11060,2,82.3,16,16,21000000,,Эдем палас,2007,требует
11061,3,76.1,5,9,27000000,Алматы,,2012,хорошее
11062,2,80.0,9,14,33000000,Есиль,Триумф Астаны,2007,евроремонт
11063,1,37.0,8,9,14500000,Сарыарка,Акерке,2015,хорошее
11064,2,102.0,5,5,70000000,Есиль,Europe Рalace,2015,евроремонт
11065,2,45.0,5,5,13500000,Сарыарка,,1969,
11066,3,103.0,2,18,32000000,,Жайна,2015,среднее
11067,3,168.0,6,12,100000000,,Сана,2008,евроремонт
11068,2,55.0,7,12,30000000,Есиль,BI City,2018,
11069,2,64.5,9,9,19000000,Сарыарка,,2011,среднее
11070,1,35.0,9,10,14500000,Алматы,,2003,хорошее
11071,2,104.0,6,13,31000000,Алматы,Теремок,2019,
11072,3,151.0,9,13,45000000,Алматы,,2019,черновая
11073,3,59.0,4,10,25000000,Сарыарка,,2014,евроремонт
11074,3,60.0,5,5,15500000,,,1984,среднее
11075,3,60.8,2,5,18000000,,,1964,хорошее
11076,4,159.0,8,11,81500000,,Grand Opera,2021,черновая
11077,3,143.35,2,7,70000000,Есиль,Mangilik El,2020,черновая
